Position,points,name,challenge
85,1069,Я чувствую сов на болоте,"{'challenge_name': ['pkz', 'Сова', 'Långtidsminne', 'Frågeformulär', 'KrEncyclopedia', 'Golf-SM', 'Hönan och Ägget', 'Fillagringstjänst', 'XML-kontroll', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Forensik', 'Övriga', 'Kryptografi', 'Exploatering', 'Övriga', 'Webb', 'Webb', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['338', '50', '111', '50', '168', '152', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T18:51:59.989196Z', '2024-11-16T17:55:46.094517Z', '2024-11-16T17:53:44.976294Z', '2024-11-16T15:53:54.403996Z', '2024-11-16T15:07:15.134438Z', '2024-11-16T14:40:06.851437Z', '2024-11-16T13:33:40.707640Z', '2024-11-16T13:29:25.401071Z', '2024-11-16T13:22:45.656687Z', '2024-11-16T13:06:22.979774Z']}"
86,1042,hexhax,"{'challenge_name': ['trumtomte', 'skogens_konung', 'pukarya', 'Hönan och Ägget', 'Frågeformulär', 'Långtidsminne', 'Golf-SM', 'HittaHit 2', 'KaKlickare', 'Robotfilter', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Övriga', 'Forensik', 'Exploatering', 'OSINT', 'Webb', 'Webb', 'OSINT'], 'challenge_points': ['168', '50', '338', '50', '50', '50', '286', '50'], 'solve_time': ['2024-11-16T18:03:25.784721Z', '2024-11-16T17:07:01.343924Z', '2024-11-16T17:05:32.533342Z', '2024-11-16T15:09:27.741775Z', '2024-11-16T14:39:57.826269Z', '2024-11-16T13:58:41.772106Z', '2024-11-16T13:49:22.716539Z', '2024-11-16T13:32:42.505540Z']}"
87,1041,nyfiken,"{'challenge_name': ['gazab', 'Frågeformulär', 'Sök', 'Golf-SM', 'Hönan och Ägget', 'Fillagringstjänst', 'XML-kontroll', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Webb', 'Exploatering', 'Övriga', 'Webb', 'Webb', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['50', '421', '50', '168', '152', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:05:24.705528Z', '2024-11-16T19:20:16.486765Z', '2024-11-16T17:19:37.188353Z', '2024-11-16T16:29:20.578333Z', '2024-11-16T15:54:58.204959Z', '2024-11-16T15:48:38.883380Z', '2024-11-16T14:02:52.509177Z', '2024-11-16T13:42:36.492949Z', '2024-11-16T13:12:52.599966Z']}"
88,1017,Kommandorörelsen,"{'challenge_name': ['Kommandorörelsen', 'gh0st', 'aro', 'Angerona', 'marla', 'HealYouOom', 'BK', 'A-Ro', 'Robotfilter', 'HittaHit 1', 'Frågeformulär', 'Hönan och Ägget', 'KrEncyclopedia', 'Fillagringstjänst', 'Golf-SM', 'HittaHit 2', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'OSINT', 'Övriga', 'Övriga', 'Kryptografi', 'Webb', 'Exploatering', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['286', '50', '50', '168', '111', '152', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:05:45.112258Z', '2024-11-16T18:43:21.255289Z', '2024-11-16T18:31:34.315730Z', '2024-11-16T16:58:04.350839Z', '2024-11-16T16:33:27.794346Z', '2024-11-16T15:16:36.120298Z', '2024-11-16T15:09:40.721121Z', '2024-11-16T14:47:00.459164Z', '2024-11-16T14:07:49.439196Z', '2024-11-16T13:58:24.691621Z']}"
89,1004,CryptoCrackheads,"{'challenge_name': ['akeam', 'Albert', 'gripen21', 'Frågeformulär', 'HittaHit 2', 'Hönan och Ägget', 'Red teaming?', 'Golf-SM', 'KaKlickare', 'KrEncyclopedia', 'HittaHit 1'], 'challenge_category': ['Övriga', 'OSINT', 'Övriga', 'Forensik', 'Exploatering', 'Webb', 'Kryptografi', 'OSINT'], 'challenge_points': ['50', '50', '168', '475', '50', '50', '111', '50'], 'solve_time': ['2024-11-16T20:26:18.123369Z', '2024-11-16T20:03:54.014172Z', '2024-11-16T19:39:22.652171Z', '2024-11-16T17:24:13.747535Z', '2024-11-16T15:34:20.001223Z', '2024-11-16T14:59:30.919637Z', '2024-11-16T14:44:21.700560Z', '2024-11-16T13:36:52.099331Z']}"
90,995,Section 9,"{'challenge_name': ['Musashi', 'Olof_Napalme', 'denkz', 'Pysen007', 'Virre^', 'acko', 'Fillagringstjänst', 'Hönan och Ägget', 'Frågeformulär', 'KaKlickare', 'XML-kontroll', 'Intern 2', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Webb', 'Övriga', 'Övriga', 'Webb', 'Webb', 'OSINT', 'OSINT', 'OSINT'], 'challenge_points': ['152', '168', '50', '50', '50', '425', '50', '50'], 'solve_time': ['2024-11-16T19:32:43.868451Z', '2024-11-16T18:54:11.082487Z', '2024-11-16T17:49:08.668797Z', '2024-11-16T15:41:19.284998Z', '2024-11-16T15:32:49.716812Z', '2024-11-16T14:49:09.395885Z', '2024-11-16T14:03:44.467445Z', '2024-11-16T13:31:23.328459Z']}"
91,958,Katten Leifs lärljungar,"{'challenge_name': ['skurkleif', 'Datamannen', 'Långtidsminne', 'XML-kontroll', 'Frågeformulär', 'Hönan och Ägget', 'Fillagringstjänst', 'HittaHit 2', 'HittaHit 1', 'KaKlickare', 'Golf-SM'], 'challenge_category': ['Forensik', 'Webb', 'Övriga', 'Övriga', 'Webb', 'OSINT', 'OSINT', 'Webb', 'Exploatering'], 'challenge_points': ['338', '50', '50', '168', '152', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:45:08.776719Z', '2024-11-16T17:43:50.789124Z', '2024-11-16T17:19:00.608759Z', '2024-11-16T17:03:33.344207Z', '2024-11-16T15:16:17.555273Z', '2024-11-16T14:39:04.170057Z', '2024-11-16T14:29:38.230053Z', '2024-11-16T13:45:15.277189Z', '2024-11-16T13:35:22.697650Z']}"
92,941,Hvit Hat Hackers,"{'challenge_name': ['marzha5395', 'rgw', 'annieK', 'ItsCookie', 'Sök', 'Frågeformulär', 'XML-kontroll', 'Hönan och Ägget', 'Fillagringstjänst', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Webb', 'Övriga', 'Webb', 'Övriga', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['421', '50', '50', '168', '152', '50', '50'], 'solve_time': ['2024-11-16T19:55:44.126953Z', '2024-11-16T17:32:01.226096Z', '2024-11-16T15:38:53.465025Z', '2024-11-16T15:13:58.467896Z', '2024-11-16T14:19:25.368255Z', '2024-11-16T13:37:15.955907Z', '2024-11-16T13:18:00.516839Z']}"
93,906,.oOo.oOo.,"{'challenge_name': ['FrdThBrv', 'Golf-SM', 'Hönan och Ägget', 'HittaHit 2', 'HittaHit 1', 'Robotfilter', 'Frågeformulär', 'Fillagringstjänst', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Exploatering', 'Övriga', 'OSINT', 'OSINT', 'Webb', 'Övriga', 'Webb', 'Webb', 'Webb'], 'challenge_points': ['50', '168', '50', '50', '286', '50', '152', '50', '50'], 'solve_time': ['2024-11-16T19:57:05.153280Z', '2024-11-16T19:37:35.799936Z', '2024-11-16T19:02:20.311111Z', '2024-11-16T18:56:53.156367Z', '2024-11-16T17:56:47.514084Z', '2024-11-16T17:19:28.417018Z', '2024-11-16T16:01:41.954900Z', '2024-11-16T13:46:03.999239Z', '2024-11-16T13:09:21.489108Z']}"
94,877,FortiCTF,"{'challenge_name': ['FortiHålihuet', 'FortiHunter', 'FortiSlayer', 'FortiKorven1337', 'Fortistolpskott', 'Fillagringstjänst', 'Golf-SM', 'Frågeformulär', 'XML-kontroll', 'KaKlickare', 'Intern 2', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Webb', 'Exploatering', 'Övriga', 'Webb', 'Webb', 'OSINT', 'OSINT', 'OSINT'], 'challenge_points': ['152', '50', '50', '50', '50', '425', '50', '50'], 'solve_time': ['2024-11-16T19:53:43.608454Z', '2024-11-16T18:10:02.079437Z', '2024-11-16T18:07:21.537534Z', '2024-11-16T13:52:01.059403Z', '2024-11-16T13:49:25.677597Z', '2024-11-16T13:42:30.398316Z', '2024-11-16T13:18:20.925167Z', '2024-11-16T13:09:10.976597Z']}"
95,877,m0xSquad,"{'challenge_name': ['asseboll', 'sa3mlk', 'boffman', 'daffen', 'Red teaming?', 'Frågeformulär', 'Fillagringstjänst', 'KaKlickare', 'HittaHit 2', 'XML-kontroll', 'HittaHit 1'], 'challenge_category': ['Forensik', 'Övriga', 'Webb', 'Webb', 'OSINT', 'Webb', 'OSINT'], 'challenge_points': ['475', '50', '152', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:53:57.486841Z', '2024-11-16T17:10:32.346441Z', '2024-11-16T15:40:44.209993Z', '2024-11-16T13:40:25.544789Z', '2024-11-16T13:25:25.706132Z', '2024-11-16T13:19:02.211163Z', '2024-11-16T13:16:21.363364Z']}"
96,868,Hackstreet boys,"{'challenge_name': ['Remmarg0rPA', 'Hönan och Ägget', 'Skyltsmedjan', 'KaKlickare', 'KrEncyclopedia', 'Golf-SM'], 'challenge_category': ['Övriga', 'Kryptografi', 'Webb', 'Kryptografi', 'Exploatering'], 'challenge_points': ['168', '489', '50', '111', '50'], 'solve_time': ['2024-11-16T16:14:16.675017Z', '2024-11-16T16:07:48.926189Z', '2024-11-16T13:53:05.765755Z', '2024-11-16T13:49:25.420468Z', '2024-11-16T13:07:49.160303Z']}"
97,836,Filmjölkens vänner,"{'challenge_name': ['ZooNooZ', 'Frågeformulär', 'XML-kontroll', 'Golf-SM', 'KaKlickare', 'KrEncyclopedia', 'Intern 2', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Webb', 'Exploatering', 'Webb', 'Kryptografi', 'OSINT', 'OSINT', 'OSINT'], 'challenge_points': ['50', '50', '50', '50', '111', '425', '50', '50'], 'solve_time': ['2024-11-16T18:13:29.998359Z', '2024-11-16T17:52:43.993222Z', '2024-11-16T17:27:39.028785Z', '2024-11-16T16:45:10.299478Z', '2024-11-16T16:13:35.016400Z', '2024-11-16T14:50:09.708920Z', '2024-11-16T14:25:40.582380Z', '2024-11-16T13:52:33.140178Z']}"
98,794,Sensorenheterna på FOI,"{'challenge_name': ['Johols', 'hugpet', 'Neglas', 'mathgyver', 'jonado', 'fellixen', 'Rideg', 'Frågeformulär', 'KrEncyclopedia', 'XML-kontroll', 'Packman', 'HittaHit 2', 'Golf-SM', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Övriga', 'Kryptografi', 'Webb', 'Reversering', 'OSINT', 'Exploatering', 'OSINT', 'Webb'], 'challenge_points': ['50', '111', '50', '383', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:09:14.362475Z', '2024-11-16T16:48:55.689155Z', '2024-11-16T16:26:18.595045Z', '2024-11-16T16:10:08.203084Z', '2024-11-16T14:12:13.081878Z', '2024-11-16T13:43:26.099655Z', '2024-11-16T13:33:49.818719Z', '2024-11-16T13:12:25.838090Z']}"
99,782,CyberYakuza,"{'challenge_name': ['heynem0', ':v', 'zygoat', 'KalleVonAnka', 'Sök', 'KrEncyclopedia', 'Golf-SM', 'HittaHit 2', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Kryptografi', 'Exploatering', 'OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['421', '111', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:28:53.576820Z', '2024-11-16T17:51:51.140587Z', '2024-11-16T16:08:01.771939Z', '2024-11-16T15:10:14.877662Z', '2024-11-16T14:48:56.982256Z', '2024-11-16T13:54:25.561942Z', '2024-11-16T13:50:27.405607Z']}"
100,767,mad,"{'challenge_name': ['lu', 'Långtidsminne', 'Hönan och Ägget', 'KrEncyclopedia', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Forensik', 'Övriga', 'Kryptografi', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['338', '168', '111', '50', '50', '50'], 'solve_time': ['2024-11-16T17:20:55.866455Z', '2024-11-16T15:34:38.637790Z', '2024-11-16T15:26:22.598341Z', '2024-11-16T14:19:12.605570Z', '2024-11-16T13:31:35.687919Z', '2024-11-16T13:22:46.548920Z']}"
101,738,WeCanTry,"{'challenge_name': ['ekoernst', 'Micke', 'Eldoughlaz', '\\\\Anton', 'merculafil', 'Amso95', 'Golf-SM', 'Frågeformulär', 'Fillagringstjänst', 'XML-kontroll', 'HittaHit 2', 'HittaHit 1', 'KaKlickare', 'Robotfilter'], 'challenge_category': ['Exploatering', 'Övriga', 'Webb', 'Webb', 'OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '152', '50', '50', '50', '50', '286'], 'solve_time': ['2024-11-16T20:29:38.895553Z', '2024-11-16T17:07:07.642393Z', '2024-11-16T14:58:09.632270Z', '2024-11-16T14:21:26.644352Z', '2024-11-16T13:39:54.997438Z', '2024-11-16T13:19:08.862531Z', '2024-11-16T13:11:55.211992Z', '2024-11-16T13:04:43.093852Z']}"
102,731,Charlie🧯,"{'challenge_name': ['Charlie🧯', 'Frågeformulär', 'Hönan och Ägget', 'Fillagringstjänst', 'XML-kontroll', 'KrEncyclopedia', 'Golf-SM', 'HittaHit 2', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Övriga', 'Övriga', 'Webb', 'Webb', 'Kryptografi', 'Exploatering', 'OSINT', 'OSINT', 'Webb'], 'challenge_points': ['50', '168', '152', '50', '111', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:09:44.023042Z', '2024-11-16T18:55:08.065262Z', '2024-11-16T18:40:55.506131Z', '2024-11-16T18:18:04.069596Z', '2024-11-16T17:52:55.230663Z', '2024-11-16T16:40:53.021945Z', '2024-11-16T15:41:51.382221Z', '2024-11-16T15:18:12.615518Z', '2024-11-16T14:29:19.253004Z']}"
103,727,roadlake,"{'challenge_name': ['roadlake', 'Fillagringstjänst', 'HittaHit 1', 'Intern 2', 'Frågeformulär', 'KaKlickare'], 'challenge_category': ['Webb', 'OSINT', 'OSINT', 'Övriga', 'Webb'], 'challenge_points': ['152', '50', '425', '50', '50'], 'solve_time': ['2024-11-16T19:31:36.749839Z', '2024-11-16T17:49:11.472888Z', '2024-11-16T17:35:45.553199Z', '2024-11-16T17:13:15.098566Z', '2024-11-16T16:32:51.792852Z']}"
104,721,falkmore,"{'challenge_name': ['falkmore', 'Frågeformulär', 'Golf-SM', 'Sök', 'XML-kontroll', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Exploatering', 'Webb', 'Webb', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['50', '50', '421', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:06:26.198989Z', '2024-11-16T17:29:30.957689Z', '2024-11-16T16:22:45.705955Z', '2024-11-16T15:44:03.675654Z', '2024-11-16T15:41:37.549471Z', '2024-11-16T15:26:17.902991Z', '2024-11-16T14:59:36.095222Z']}"
105,699,SHKILETS,"{'challenge_name': ['ARMORD0G', 'TuGameKiller', 'nelande', 'Riverscat', 'KrEncyclopedia', 'XML-kontroll', 'Robotfilter', 'Fillagringstjänst', 'Frågeformulär', 'KaKlickare'], 'challenge_category': ['Kryptografi', 'Webb', 'Webb', 'Webb', 'Övriga', 'Webb'], 'challenge_points': ['111', '50', '286', '152', '50', '50'], 'solve_time': ['2024-11-16T20:22:45.906860Z', '2024-11-16T20:09:43.896614Z', '2024-11-16T19:27:54.463912Z', '2024-11-16T19:14:48.370265Z', '2024-11-16T19:04:15.276840Z', '2024-11-16T18:43:43.688181Z']}"
106,697,Seguranças do BA,"{'challenge_name': ['Furyx86', 'erit_nox', 'SneakyLemon', 'Golf-SM', 'HittaHit 2', 'Frågeformulär', 'Robotfilter', 'KrEncyclopedia', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Exploatering', 'OSINT', 'Övriga', 'Webb', 'Kryptografi', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '50', '286', '111', '50', '50', '50'], 'solve_time': ['2024-11-16T20:33:11.659262Z', '2024-11-16T20:01:29.603585Z', '2024-11-16T19:37:34.122208Z', '2024-11-16T17:47:32.142723Z', '2024-11-16T17:11:47.767393Z', '2024-11-16T17:10:15.777933Z', '2024-11-16T14:59:04.522989Z', '2024-11-16T14:37:32.261631Z']}"
107,675,n4p,"{'challenge_name': ['n4p', 'Golf-SM', 'Frågeformulär', 'KaKlickare', 'Intern 2', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Exploatering', 'Övriga', 'Webb', 'OSINT', 'OSINT', 'OSINT'], 'challenge_points': ['50', '50', '50', '425', '50', '50'], 'solve_time': ['2024-11-16T17:46:42.942439Z', '2024-11-16T17:03:23.704012Z', '2024-11-16T15:14:12.263173Z', '2024-11-16T14:37:32.490723Z', '2024-11-16T13:38:36.201610Z', '2024-11-16T13:22:05.937167Z']}"
108,673,%00,"{'challenge_name': ['index.php', 'Fillagringstjänst', 'Sök', 'KaKlickare', 'XML-kontroll'], 'challenge_category': ['Webb', 'Webb', 'Webb', 'Webb'], 'challenge_points': ['152', '421', '50', '50'], 'solve_time': ['2024-11-16T15:19:44.002225Z', '2024-11-16T14:31:03.160387Z', '2024-11-16T13:28:15.549270Z', '2024-11-16T13:19:42.634730Z']}"
109,673,bedömtbedömt,"{'challenge_name': ['naturell', 'sampaixd', 'Sök', 'Fillagringstjänst', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Webb', 'Webb', 'Webb'], 'challenge_points': ['421', '152', '50', '50'], 'solve_time': ['2024-11-16T18:18:43.070429Z', '2024-11-16T17:39:29.850640Z', '2024-11-16T14:20:26.257499Z', '2024-11-16T14:18:08.634636Z']}"
110,642,Digglett,"{'challenge_name': ['rrpr', 'Extraterrestriell Kommunikation', 'Frågeformulär', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Reversering', 'Övriga', 'OSINT', 'OSINT'], 'challenge_points': ['492', '50', '50', '50'], 'solve_time': ['2024-11-16T18:31:03.248155Z', '2024-11-16T17:04:23.458438Z', '2024-11-16T13:59:14.626282Z', '2024-11-16T13:27:13.487754Z']}"
111,638,2kso,"{'challenge_name': ['Grower', 'stasden', 'Robotfilter', 'Golf-SM', 'HittaHit 1', 'Fillagringstjänst', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Exploatering', 'OSINT', 'Webb', 'Webb', 'Webb'], 'challenge_points': ['286', '50', '50', '152', '50', '50'], 'solve_time': ['2024-11-16T19:01:44.582013Z', '2024-11-16T16:05:16.848162Z', '2024-11-16T15:19:04.619477Z', '2024-11-16T14:56:44.554911Z', '2024-11-16T14:45:13.758762Z', '2024-11-16T13:34:09.194200Z']}"
112,638,purplepineapple,"{'challenge_name': ['wmonst', 'Frågeformulär', 'HittaHit 2', 'HittaHit 1', 'KaKlickare', 'XML-kontroll', 'Långtidsminne', 'Golf-SM'], 'challenge_category': ['Övriga', 'OSINT', 'OSINT', 'Webb', 'Webb', 'Forensik', 'Exploatering'], 'challenge_points': ['50', '50', '50', '50', '50', '338', '50'], 'solve_time': ['2024-11-16T19:39:20.250485Z', '2024-11-16T18:34:16.860566Z', '2024-11-16T18:28:34.522284Z', '2024-11-16T16:51:01.829476Z', '2024-11-16T16:28:42.659491Z', '2024-11-16T15:46:06.154421Z', '2024-11-16T13:36:21.743283Z']}"
113,625,1337,"{'challenge_name': ['atofer', 'Frågeformulär', 'HittaHit 1', 'Intern 2', 'KaKlickare', 'XML-kontroll'], 'challenge_category': ['Övriga', 'OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '425', '50', '50'], 'solve_time': ['2024-11-16T17:58:40.312934Z', '2024-11-16T17:14:56.390852Z', '2024-11-16T16:10:35.365563Z', '2024-11-16T13:14:11.361316Z', '2024-11-16T13:03:43.326171Z']}"
114,620,Mighty ducks 🦆🦆🦆🦆🦆,"{'challenge_name': ['jockep', 'McBootas', 'vladde', 'Frågeformulär', 'Hönan och Ägget', 'HittaHit 2', 'HittaHit 1', 'Golf-SM', 'XML-kontroll', 'Fillagringstjänst', 'KaKlickare'], 'challenge_category': ['Övriga', 'Övriga', 'OSINT', 'OSINT', 'Exploatering', 'Webb', 'Webb', 'Webb'], 'challenge_points': ['50', '168', '50', '50', '50', '50', '152', '50'], 'solve_time': ['2024-11-16T17:10:33.434319Z', '2024-11-16T15:10:29.056170Z', '2024-11-16T15:00:15.655149Z', '2024-11-16T14:42:13.655573Z', '2024-11-16T14:13:10.582861Z', '2024-11-16T14:00:46.691754Z', '2024-11-16T13:29:46.063428Z', '2024-11-16T13:05:53.725853Z']}"
115,620,teamctfnull,"{'challenge_name': ['ctfnull', 'Frågeformulär', 'Note', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Exploatering', 'OSINT', 'OSINT'], 'challenge_points': ['50', '470', '50', '50'], 'solve_time': ['2024-11-16T20:06:03.003772Z', '2024-11-16T18:03:34.838049Z', '2024-11-16T17:23:48.234934Z', '2024-11-16T17:16:30.197888Z']}"
116,606,Ojojoj,"{'challenge_name': ['fluffysnail', 'Hönan och Ägget', 'Frågeformulär', 'Golf-SM', 'Långtidsminne'], 'challenge_category': ['Övriga', 'Övriga', 'Exploatering', 'Forensik'], 'challenge_points': ['168', '50', '50', '338'], 'solve_time': ['2024-11-16T18:48:15.568331Z', '2024-11-16T18:44:29.002537Z', '2024-11-16T17:57:16.600058Z', '2024-11-16T17:37:08.071936Z']}"
117,599,PunkUp,"{'challenge_name': ['Hello1', 'Långtidsminne', 'KrEncyclopedia', 'XML-kontroll', 'KaKlickare', 'Golf-SM'], 'challenge_category': ['Forensik', 'Kryptografi', 'Webb', 'Webb', 'Exploatering'], 'challenge_points': ['338', '111', '50', '50', '50'], 'solve_time': ['2024-11-16T20:10:09.284645Z', '2024-11-16T19:51:23.814626Z', '2024-11-16T15:55:15.704908Z', '2024-11-16T15:53:29.109302Z', '2024-11-16T14:48:28.078541Z']}"
118,579,jb,"{'challenge_name': ['jb', 'KrEncyclopedia', 'Golf-SM', 'Hönan och Ägget', 'Frågeformulär', 'XML-kontroll', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Kryptografi', 'Exploatering', 'Övriga', 'Övriga', 'Webb', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['111', '50', '168', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:32:43.678985Z', '2024-11-16T18:35:37.865192Z', '2024-11-16T17:51:41.743618Z', '2024-11-16T17:43:15.438740Z', '2024-11-16T14:35:11.370580Z', '2024-11-16T14:33:01.037321Z', '2024-11-16T14:20:36.590962Z', '2024-11-16T14:16:18.952883Z']}"
119,538,Flageboys,"{'challenge_name': ['mflage', 'Golf-SM', 'HittaHit 2', 'HittaHit 1', 'KaKlickare', 'Långtidsminne'], 'challenge_category': ['Exploatering', 'OSINT', 'OSINT', 'Webb', 'Forensik'], 'challenge_points': ['50', '50', '50', '50', '338'], 'solve_time': ['2024-11-16T19:14:58.811176Z', '2024-11-16T17:35:07.951010Z', '2024-11-16T17:25:39.332734Z', '2024-11-16T17:17:47.343984Z', '2024-11-16T15:22:52.129218Z']}"
120,488,Zyn,"{'challenge_name': ['Zyn', 'KaKlickare', 'Långtidsminne', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Webb', 'Forensik', 'OSINT', 'OSINT'], 'challenge_points': ['50', '338', '50', '50'], 'solve_time': ['2024-11-16T16:57:49.055298Z', '2024-11-16T16:45:11.337160Z', '2024-11-16T15:32:40.966828Z', '2024-11-16T15:25:26.598083Z']}"
121,488,SVRTRDI0,"{'challenge_name': ['Rinzo', 'Elvinger', 'fafnesbane', 'frigo1337', 'Frågeformulär', 'Långtidsminne', 'KaKlickare', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Forensik', 'Webb', 'OSINT'], 'challenge_points': ['50', '338', '50', '50'], 'solve_time': ['2024-11-16T20:47:16.699546Z', '2024-11-16T18:53:00.029862Z', '2024-11-16T15:04:51.163349Z', '2024-11-16T13:39:49.536520Z']}"
122,486,Cyber_Trace,"{'challenge_name': ['deadnaut', 'sebtixd', 'SlamZDank', 'Kimo', 'Frågeformulär', 'Robotfilter', 'Golf-SM', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Övriga', 'Webb', 'Exploatering', 'OSINT', 'Webb'], 'challenge_points': ['50', '286', '50', '50', '50'], 'solve_time': ['2024-11-16T17:49:44.714270Z', '2024-11-16T17:34:26.394684Z', '2024-11-16T15:56:40.429912Z', '2024-11-16T14:02:59.148359Z', '2024-11-16T13:20:30.835391Z']}"
123,483,d3pth f1rst s3arch,"{'challenge_name': ['jlallas384', 'HittaHit 1', 'Packman', 'KaKlickare'], 'challenge_category': ['OSINT', 'Reversering', 'Webb'], 'challenge_points': ['50', '383', '50'], 'solve_time': ['2024-11-16T15:50:53.428585Z', '2024-11-16T15:14:22.962505Z', '2024-11-16T14:10:20.340269Z']}"
124,468,Drunken Debuggers,"{'challenge_name': ['Knutus', 'LuBe', 'gorast', 'koderik', 'pramborg', 'HiddenSquid', 'Alle', 'Conput', 'Frågeformulär', 'Hönan och Ägget', 'HittaHit 1', 'HittaHit 2', 'XML-kontroll', 'Golf-SM', 'KaKlickare'], 'challenge_category': ['Övriga', 'Övriga', 'OSINT', 'OSINT', 'Webb', 'Exploatering', 'Webb'], 'challenge_points': ['50', '168', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:37:50.304821Z', '2024-11-16T14:16:10.968053Z', '2024-11-16T14:04:26.615818Z', '2024-11-16T14:00:50.708522Z', '2024-11-16T13:53:43.956222Z', '2024-11-16T13:43:04.828664Z', '2024-11-16T13:30:37.522975Z']}"
125,463,itsäk24,"{'challenge_name': ['shl_click_me', 'ThimiosMattos', 'redfox', 'shoblobster', 'harrysson_lord', 'MGB', 'cb', 'Alan', 'Fillagringstjänst', 'KaKlickare', 'HittaHit 2', 'HittaHit 1', 'XML-kontroll', 'KrEncyclopedia'], 'challenge_category': ['Webb', 'Webb', 'OSINT', 'OSINT', 'Webb', 'Kryptografi'], 'challenge_points': ['152', '50', '50', '50', '50', '111'], 'solve_time': ['2024-11-16T15:50:29.658851Z', '2024-11-16T15:13:01.168168Z', '2024-11-16T14:29:58.997939Z', '2024-11-16T14:20:07.080872Z', '2024-11-16T14:05:08.846588Z', '2024-11-16T13:53:40.874429Z']}"
126,452,"HAI 1.2:)CAN HAS STDIO?:)VISIBLE ""HAI WORLD!"":)KTHXBYE","{'challenge_name': ['SolidSnake', 'Pike', 'Frågeformulär', 'Fillagringstjänst', 'Golf-SM', 'HittaHit 2', 'HittaHit 1', 'KaKlickare', 'XML-kontroll'], 'challenge_category': ['Övriga', 'Webb', 'Exploatering', 'OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '152', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:49:14.339556Z', '2024-11-16T17:10:21.739329Z', '2024-11-16T16:59:35.696402Z', '2024-11-16T13:54:54.113422Z', '2024-11-16T13:49:04.124449Z', '2024-11-16T13:42:25.916743Z', '2024-11-16T13:34:36.207184Z']}"
